customer_id,gender,senior_citizen,partner,dependents,tenure,phone_service,multiple_line,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,total_charges,churn
0260-ZDLGK,Female,0,No,Yes,9,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,"Mailed check",72.9,651.40,"Yes"
0263-FJTQO,Male,0,Yes,Yes,50,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,"Two year",Yes,"Credit card (automatic)",70.5,3486.65,"No"
0264-CNITK,Female,0,Yes,Yes,71,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Bank transfer (automatic)",20.1,1389.60,"No"
0265-EDXBD,Male,1,Yes,No,32,Yes,Yes,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Electronic check",74.9,2303.35,"Yes"
0265-PSUAE,Female,0,Yes,Yes,16,Yes,No,"Fiber optic",Yes,No,Yes,No,Yes,Yes,Month-to-month,No,"Bank transfer (automatic)",100.7,1522.70,"No"
0266-CLZKZ,Female,0,Yes,Yes,67,Yes,Yes,"Fiber optic",No,No,Yes,Yes,Yes,Yes,"Two year",Yes,"Bank transfer (automatic)",105.65,6717.90,"No"
0266-GMEAO,Male,0,Yes,Yes,72,Yes,Yes,"Fiber optic",Yes,Yes,Yes,Yes,Yes,Yes,"Two year",Yes,"Credit card (automatic)",114.3,8058.55,"No"
0268-QKIWO,Female,0,No,No,3,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Electronic check",19.75,58.85,"Yes"
0269-XFESX,Male,0,Yes,Yes,23,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",No,"Mailed check",24.35,538.50,"No"
0270-THENM,Male,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,"Two year",No,"Bank transfer (automatic)",69.85,5102.35,"No"
0274-JKUJR,Male,0,Yes,Yes,7,No,"No phone service",DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,"Mailed check",58.85,465.70,"No"
0277-BKSQP,Male,0,Yes,Yes,8,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,"Electronic check",54.4,475.10,"No"
0277-ORXQS,Male,0,Yes,Yes,66,No,"No phone service",DSL,No,No,No,Yes,Yes,Yes,"Two year",No,"Bank transfer (automatic)",50.55,3364.55,"No"
0278-YXOOG,Male,0,No,No,5,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Mailed check",21.05,113.85,"Yes"
0280-XJGEX,Male,0,No,No,49,Yes,Yes,"Fiber optic",No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,"Bank transfer (automatic)",103.7,5036.30,"Yes"
0281-CNTZX,Male,0,Yes,No,63,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",Yes,"Bank transfer (automatic)",19.95,1234.80,"No"
0282-NVSJS,Female,1,Yes,Yes,12,No,"No phone service",DSL,No,No,No,Yes,No,No,Month-to-month,Yes,"Mailed check",29.3,355.90,"No"
0285-INHLN,Male,0,Yes,Yes,27,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,"Credit card (automatic)",54.75,1510.30,"No"
0289-IVARM,Female,0,No,No,35,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,"Electronic check",60.55,1982.60,"No"
0292-WEGCH,Female,0,Yes,Yes,54,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,"Electronic check",86.2,4524.05,"No"
0295-PPHDO,Male,0,No,No,1,Yes,Yes,"Fiber optic",No,No,No,No,Yes,Yes,Month-to-month,Yes,"Electronic check",95.45,95.45,"Yes"
0295-QVKPB,Male,0,No,No,5,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,"Credit card (automatic)",63.95,318.10,"No"
0297-RBCSG,Male,0,No,No,19,Yes,No,DSL,No,Yes,No,Yes,No,Yes,"One year",Yes,"Bank transfer (automatic)",65.35,1231.85,"No"
0298-XACET,Male,0,Yes,Yes,52,No,"No phone service",DSL,No,Yes,Yes,Yes,Yes,No,"Two year",No,"Mailed check",50.2,2554.00,"No"
0301-FIDRB,Female,0,Yes,Yes,72,No,"No phone service",DSL,Yes,Yes,Yes,Yes,Yes,Yes,"Two year",Yes,"Bank transfer (automatic)",63.8,4684.30,"No"
0301-KOBTQ,Male,0,No,No,32,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",Yes,"Bank transfer (automatic)",20.05,614.45,"No"
0302-JOIVN,Female,0,Yes,No,8,Yes,No,"Fiber optic",No,Yes,Yes,No,Yes,Yes,Month-to-month,No,"Electronic check",101.15,842.90,"Yes"
0303-UNCIP,Male,0,No,No,41,Yes,Yes,DSL,No,No,Yes,No,No,Yes,"One year",No,"Mailed check",65,2531.80,"No"
0303-WMMRN,Male,0,No,No,5,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,Yes,"Mailed check",19.25,86.05,"No"
0305-SQECB,Female,0,No,Yes,11,No,"No phone service",DSL,Yes,No,No,Yes,No,No,"One year",Yes,"Mailed check",36.05,402.60,"No"
0306-JAELE,Male,0,No,No,5,Yes,No,"Fiber optic",No,No,No,Yes,Yes,Yes,Month-to-month,Yes,"Electronic check",96.1,453.40,"Yes"
0307-BCOPK,Female,0,No,No,16,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",No,"Mailed check",19.05,326.65,"No"
0308-GIQJT,Male,1,No,No,71,Yes,Yes,"Fiber optic",No,Yes,No,Yes,Yes,Yes,"One year",No,"Bank transfer (automatic)",105.75,7382.85,"No"
0308-IVGOK,Female,0,No,No,11,No,"No phone service",DSL,No,Yes,Yes,Yes,No,No,"One year",Yes,"Credit card (automatic)",40.4,422.60,"No"
0310-MVLET,Female,0,Yes,Yes,61,Yes,Yes,"Fiber optic",No,Yes,No,No,Yes,Yes,Month-to-month,Yes,"Electronic check",99.15,6010.05,"Yes"
0310-SUCIN,Female,0,Yes,No,71,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,"One year",Yes,"Bank transfer (automatic)",84.8,6046.10,"No"
0310-VQXAM,Male,0,No,No,9,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Mailed check",19.85,178.80,"No"
0311-QYWSS,Female,0,No,No,6,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,"Electronic check",49.45,314.60,"No"
0311-UNPFF,Female,0,No,No,26,Yes,No,"Fiber optic",No,No,No,No,Yes,Yes,Month-to-month,Yes,"Bank transfer (automatic)",88.8,2274.35,"Yes"
0314-TKOSI,Female,0,No,No,6,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,"Mailed check",55.15,322.90,"No"
0315-LVCRK,Male,0,No,No,11,Yes,No,"Fiber optic",No,No,Yes,No,No,Yes,Month-to-month,No,"Electronic check",84.8,888.75,"No"
0318-QUUOB,Male,0,Yes,No,1,Yes,No,"Fiber optic",No,No,No,No,Yes,No,Month-to-month,Yes,"Electronic check",80.55,80.55,"Yes"
0318-ZOPWS,Female,0,Yes,No,49,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",Yes,"Bank transfer (automatic)",20.15,973.35,"No"
0319-QZTCO,Female,0,Yes,Yes,3,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,"Credit card (automatic)",58.7,168.60,"No"
0320-DWVTU,Female,0,No,No,53,Yes,No,"Fiber optic",Yes,Yes,Yes,Yes,No,Yes,"Two year",No,"Mailed check",99.5,5424.25,"No"
0320-JDNQG,Male,0,Yes,Yes,23,Yes,No,"Fiber optic",Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,"Electronic check",99.85,2331.30,"Yes"
0322-CHQRU,Male,0,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,"Electronic check",45.35,89.50,"Yes"
0322-YINQP,Male,0,No,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,"Mailed check",48.55,48.55,"Yes"
0323-XWWTN,Male,0,No,Yes,3,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",Yes,"Mailed check",26.4,121.25,"No"
0324-BRPCJ,Female,1,Yes,No,68,Yes,Yes,"Fiber optic",No,Yes,No,No,Yes,Yes,Month-to-month,Yes,"Electronic check",100.2,6851.65,"Yes"
0325-XBFAC,Male,0,No,No,8,Yes,No,"Fiber optic",No,No,Yes,No,Yes,Yes,Month-to-month,Yes,"Electronic check",94.7,740.30,"Yes"
0326-VDYXE,Female,0,Yes,No,70,Yes,Yes,"Fiber optic",No,No,Yes,No,Yes,Yes,"One year",Yes,"Electronic check",97.65,6982.50,"No"
0327-WFZSY,Male,0,Yes,Yes,39,Yes,Yes,"Fiber optic",No,No,Yes,No,Yes,Yes,"One year",No,"Electronic check",100,3835.55,"No"
0328-GRPMV,Female,0,No,No,1,Yes,No,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Electronic check",70.1,70.10,"Yes"
0329-GTIAJ,Female,0,No,No,3,Yes,No,"Fiber optic",No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,"Electronic check",97.9,315.30,"Yes"
0330-BGYZE,Male,0,Yes,No,60,Yes,Yes,"Fiber optic",No,Yes,Yes,No,Yes,Yes,"One year",No,"Bank transfer (automatic)",102.5,6157.60,"No"
0330-IVZHA,Female,0,Yes,No,5,Yes,No,"Fiber optic",No,No,No,No,No,No,Month-to-month,No,"Electronic check",69.95,330.15,"Yes"
0334-GDDSO,Male,1,No,No,3,Yes,Yes,"Fiber optic",No,Yes,No,No,No,No,Month-to-month,Yes,"Electronic check",81.35,233.70,"Yes"
0334-ZFJSR,Female,0,Yes,No,55,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,"One year",Yes,"Credit card (automatic)",66.05,3462.10,"No"
0336-KXKFK,Male,0,No,No,72,No,"No phone service",DSL,Yes,No,Yes,Yes,Yes,Yes,"Two year",Yes,"Credit card (automatic)",61.2,4390.25,"No"
0336-PIKEI,Male,1,Yes,No,72,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,"Two year",No,"Bank transfer (automatic)",74.4,5360.75,"No"
0337-CNPZE,Female,0,No,No,41,Yes,Yes,"Fiber optic",No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,"Electronic check",106.3,4443.45,"Yes"
0343-QLUZP,Male,0,No,No,60,No,"No phone service",DSL,Yes,Yes,Yes,No,No,No,"Two year",No,"Bank transfer (automatic)",39.6,2424.50,"No"
0345-HKJVM,Female,0,No,No,6,Yes,No,"Fiber optic",No,No,No,No,Yes,Yes,Month-to-month,No,"Electronic check",89.3,577.60,"Yes"
0345-XMMUG,Female,0,Yes,No,46,Yes,Yes,"Fiber optic",No,Yes,Yes,Yes,Yes,Yes,"Two year",Yes,"Credit card (automatic)",108.9,4854.30,"No"
0347-UBKUZ,Female,0,No,No,15,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Mailed check",19.9,320.45,"No"
0348-SDKOL,Female,0,Yes,No,58,Yes,Yes,"Fiber optic",No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,"Credit card (automatic)",102.1,5885.40,"Yes"
0354-VXMJC,Male,0,Yes,Yes,23,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Credit card (automatic)",19.6,426.65,"No"
0354-WYROK,Female,1,Yes,Yes,31,Yes,No,"Fiber optic",No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,"Electronic check",98.9,2911.30,"Yes"
0356-ERHVT,Male,0,Yes,No,11,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,"Bank transfer (automatic)",45.9,521.90,"No"
0356-OBMAC,Female,1,No,No,56,Yes,Yes,"Fiber optic",No,Yes,Yes,Yes,Yes,No,"Two year",Yes,"Bank transfer (automatic)",99.9,5706.30,"No"
0357-NVCRI,Female,0,No,Yes,25,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Credit card (automatic)",20.05,471.70,"No"
0361-HJRDX,Female,0,No,No,68,No,"No phone service",DSL,Yes,Yes,Yes,Yes,Yes,Yes,"Two year",No,"Credit card (automatic)",64.35,4539.60,"No"
0362-RAOQO,Female,0,No,No,40,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Credit card (automatic)",19.65,830.25,"No"
0362-ZBZWJ,Male,0,No,No,36,Yes,Yes,"Fiber optic",No,No,No,No,No,Yes,Month-to-month,Yes,"Electronic check",84.9,3067.20,"Yes"
0363-QJVFX,Male,0,No,No,32,Yes,Yes,"Fiber optic",Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,"Credit card (automatic)",108.15,3432.90,"Yes"
0363-SVHYR,Male,0,Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,"Two year",No,"Bank transfer (automatic)",86.85,6263.80,"No"
0365-BZUWY,Male,0,Yes,No,17,Yes,Yes,"Fiber optic",No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,"Electronic check",102.55,1742.50,"No"
0365-GXEZS,Male,0,Yes,No,18,Yes,No,"Fiber optic",No,No,Yes,Yes,No,No,Month-to-month,No,"Electronic check",78.2,1468.75,"No"
0365-TRTPY,Female,0,No,No,37,Yes,Yes,"Fiber optic",Yes,Yes,Yes,No,No,No,Month-to-month,No,"Bank transfer (automatic)",91.2,3382.30,"No"
0366-NQSHS,Male,0,No,No,2,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Mailed check",19.35,46.35,"No"
0369-ZGOVK,Female,0,Yes,Yes,28,Yes,No,"Fiber optic",No,No,No,No,No,No,"One year",Yes,"Bank transfer (automatic)",70.4,1992.20,"No"
0373-AIVNJ,Male,0,No,No,9,No,"No phone service",DSL,Yes,Yes,Yes,No,No,No,"One year",No,"Mailed check",39.55,373.00,"No"
0374-AACSZ,Female,0,No,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,"Electronic check",50.15,50.15,"No"
0374-FIUCA,Male,0,Yes,No,65,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",Yes,"Credit card (automatic)",20.4,1414.45,"No"
0374-IOEGQ,Female,0,No,No,3,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,"Electronic check",44.6,122.70,"No"
0375-HVGXO,Female,0,No,No,1,No,"No phone service",DSL,No,No,No,No,Yes,No,Month-to-month,Yes,"Electronic check",34.7,34.70,"Yes"
0376-OIWME,Male,0,Yes,No,36,Yes,No,"Fiber optic",Yes,No,No,No,Yes,Yes,Month-to-month,Yes,"Electronic check",93.6,3366.05,"No"
0376-YMCJC,Male,0,No,No,23,Yes,Yes,"Fiber optic",No,No,No,Yes,Yes,No,Month-to-month,Yes,"Electronic check",90.6,1943.20,"Yes"
0377-JBKKT,Male,0,Yes,Yes,22,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,"Mailed check",57.95,1271.80,"No"
0378-CJKPV,Female,0,Yes,No,72,Yes,Yes,"Fiber optic",Yes,Yes,Yes,Yes,Yes,Yes,"Two year",No,"Credit card (automatic)",112.1,7965.95,"No"
0378-NHQXU,Female,0,Yes,Yes,17,Yes,Yes,"Fiber optic",No,No,Yes,No,Yes,No,Month-to-month,No,"Electronic check",88.25,1460.65,"Yes"
0378-TOVMS,Female,0,No,No,3,Yes,No,"Fiber optic",No,No,No,Yes,No,Yes,Month-to-month,No,"Electronic check",85.8,272.20,"Yes"
0378-XSZPU,Male,0,Yes,No,58,Yes,No,DSL,Yes,Yes,Yes,No,No,No,"One year",No,"Credit card (automatic)",60.3,3563.80,"Yes"
0379-DJQHR,Male,0,Yes,Yes,67,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,"Two year",No,"Credit card (automatic)",81.35,5398.60,"No"
0380-NEAVX,Male,1,No,No,34,Yes,No,"Fiber optic",No,Yes,Yes,No,Yes,Yes,"One year",Yes,"Electronic check",99.85,3343.15,"No"
0380-ZCSBI,Male,0,No,No,10,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Credit card (automatic)",20,198.70,"No"
0383-CLDDA,Female,0,No,No,69,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,"Two year",Yes,"Credit card (automatic)",85.35,5897.40,"No"
0384-LPITE,Male,0,No,No,40,No,"No phone service",DSL,Yes,Yes,Yes,No,Yes,Yes,"One year",No,"Credit card (automatic)",62.05,2511.55,"No"
0384-RVBPI,Male,0,No,No,20,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,"Credit card (automatic)",64.4,1398.60,"No"
0386-CWRGM,Female,0,Yes,Yes,46,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Mailed check",19.4,967.85,"No"
0388-EOPEX,Female,0,Yes,No,2,Yes,No,"Fiber optic",Yes,No,No,No,No,No,Month-to-month,Yes,"Electronic check",74.4,139.40,"Yes"
0390-DCFDQ,Female,1,Yes,No,1,Yes,No,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Mailed check",70.45,70.45,"Yes"
0392-BZIUW,Female,0,Yes,No,72,Yes,Yes,"Fiber optic",Yes,No,Yes,No,Yes,Yes,"Two year",Yes,"Credit card (automatic)",105,7589.80,"No"
0394-YONDK,Male,0,Yes,Yes,70,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Credit card (automatic)",25.15,1790.15,"No"
0396-HUJBP,Female,0,No,No,2,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Mailed check",19.3,44.40,"No"
0396-UKGAI,Male,0,No,Yes,23,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,"Bank transfer (automatic)",55.3,1284.20,"No"
0396-YCHWO,Male,0,Yes,No,36,Yes,Yes,"Fiber optic",No,No,No,No,Yes,Yes,Month-to-month,Yes,"Electronic check",95.4,3474.20,"No"
0397-GZBBC,Male,1,Yes,No,59,Yes,Yes,"Fiber optic",No,No,No,No,Yes,Yes,Month-to-month,Yes,"Bank transfer (automatic)",93.85,5574.75,"Yes"
0397-ZXWQF,Male,0,No,No,67,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Bank transfer (automatic)",20.5,1430.95,"No"
0401-WDBXM,Male,0,Yes,Yes,72,Yes,Yes,"Fiber optic",Yes,No,Yes,No,Yes,Yes,"Two year",Yes,"Bank transfer (automatic)",105.55,7542.25,"No"
0402-CQAJN,Female,0,No,No,37,Yes,Yes,"Fiber optic",No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,"Bank transfer (automatic)",101.9,3545.35,"Yes"
0402-OAMEN,Female,0,Yes,Yes,72,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Bank transfer (automatic)",24.45,1709.10,"No"
0404-AHASP,Male,0,Yes,No,72,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Credit card (automatic)",19.7,1421.90,"No"
0404-SWRVG,Male,0,No,No,3,Yes,Yes,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Electronic check",74.4,229.55,"Yes"
0406-BPDVR,Female,1,Yes,No,54,Yes,Yes,"Fiber optic",No,Yes,No,No,Yes,Yes,"One year",Yes,"Credit card (automatic)",101.5,5373.10,"Yes"
0407-BDJKB,Male,0,Yes,No,60,Yes,Yes,"Fiber optic",No,Yes,Yes,No,Yes,No,Month-to-month,Yes,"Electronic check",95.75,5742.90,"Yes"
0409-WTMPL,Female,0,Yes,No,58,Yes,Yes,"Fiber optic",Yes,Yes,Yes,No,Yes,Yes,"One year",Yes,"Credit card (automatic)",110.65,6526.65,"No"
0410-IPFTY,Female,0,Yes,No,31,Yes,No,"Fiber optic",No,Yes,No,No,No,Yes,Month-to-month,Yes,"Bank transfer (automatic)",83.85,2674.15,"No"
0411-EZJZE,Female,0,No,No,3,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,"Electronic check",60.25,170.50,"No"
0412-UCCNP,Male,0,No,No,55,Yes,No,DSL,Yes,No,Yes,Yes,No,No,"Two year",Yes,"Electronic check",59.2,3175.85,"No"
0415-MOSGF,Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,"Mailed check",44.4,44.40,"Yes"
0419-YAAPX,Male,0,Yes,No,49,Yes,No,"Fiber optic",No,Yes,No,No,Yes,No,Month-to-month,Yes,"Credit card (automatic)",85.3,4297.95,"No"
0420-BWTPW,Male,0,No,Yes,8,No,"No phone service",DSL,No,No,No,No,No,No,Month-to-month,No,"Mailed check",25.5,215.20,"Yes"
0420-HLGXF,Female,1,No,No,39,Yes,Yes,"Fiber optic",No,No,Yes,No,Yes,Yes,Month-to-month,Yes,"Electronic check",99.75,4036.00,"No"
0420-TXVSG,Male,0,Yes,No,66,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,"Two year",Yes,"Credit card (automatic)",66.1,4428.45,"No"
0422-OHQHQ,Female,0,Yes,Yes,15,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",No,"Mailed check",20.55,295.95,"No"
0422-UXFAP,Female,0,Yes,No,51,Yes,Yes,"Fiber optic",No,No,Yes,No,Yes,Yes,"One year",Yes,"Electronic check",98.85,4947.55,"No"
0423-UDIJQ,Male,1,No,No,9,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,"Mailed check",49.2,447.90,"No"
0426-TIRNE,Female,0,No,No,1,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Mailed check",20.9,20.90,"Yes"
0428-AXXLJ,Male,0,No,No,25,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",Yes,"Bank transfer (automatic)",19.5,516.30,"No"
0428-IKYCP,Male,0,Yes,No,22,Yes,No,"Fiber optic",No,No,Yes,No,Yes,No,Month-to-month,Yes,"Bank transfer (automatic)",87,1850.65,"No"
0430-IHCDJ,Male,0,No,No,15,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,"Electronic check",49,749.25,"No"
0431-APWVY,Female,0,Yes,Yes,28,Yes,No,"Fiber optic",No,No,No,No,Yes,Yes,"One year",Yes,"Bank transfer (automatic)",90.1,2598.95,"Yes"
0432-CAJZV,Male,0,No,No,3,Yes,No,"Fiber optic",No,No,No,No,Yes,Yes,Month-to-month,No,"Mailed check",90.7,237.65,"No"
0434-CSFON,Female,0,Yes,No,47,Yes,Yes,"Fiber optic",No,No,Yes,No,Yes,Yes,Month-to-month,Yes,"Electronic check",100.5,4707.10,"No"
0436-TWFFZ,Female,0,No,No,67,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,"Two year",Yes,"Mailed check",85.25,5714.20,"No"
0439-IFYUN,Female,1,No,No,18,Yes,No,"Fiber optic",No,Yes,No,No,No,No,Month-to-month,Yes,"Electronic check",74.7,1294.60,"No"
0440-EKDCF,Male,0,Yes,No,62,Yes,No,DSL,No,Yes,Yes,Yes,No,No,"Two year",Yes,"Credit card (automatic)",60.15,3753.20,"No"
0440-MOGPM,Female,0,No,No,41,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,"One year",Yes,"Electronic check",80.55,3263.90,"No"
0440-QEXBZ,Female,0,No,No,44,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,"Mailed check",50.15,2139.10,"No"
0440-UEDAI,Female,0,No,No,53,Yes,No,"Fiber optic",No,Yes,Yes,Yes,No,Yes,"One year",Yes,"Credit card (automatic)",94.45,5042.75,"No"
0442-TDYUO,Male,0,Yes,No,48,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",Yes,"Mailed check",20.05,1036.00,"No"
0442-ZXKVS,Female,1,Yes,No,54,Yes,Yes,"Fiber optic",Yes,Yes,Yes,Yes,Yes,Yes,"One year",Yes,"Bank transfer (automatic)",115.6,6431.05,"No"
0447-BEMNG,Female,0,Yes,No,48,No,"No phone service",DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,"Bank transfer (automatic)",45.3,2145.00,"Yes"
0447-RXSGD,Male,0,No,No,24,Yes,Yes,"Fiber optic",No,Yes,No,No,Yes,Yes,Month-to-month,Yes,"Bank transfer (automatic)",99.65,2404.85,"No"
0454-OKRCT,Male,0,No,No,33,Yes,No,"Fiber optic",No,Yes,No,Yes,No,No,"Two year",No,"Bank transfer (automatic)",80.6,2651.10,"No"
0455-ENTCR,Male,0,Yes,No,66,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,"Two year",No,"Electronic check",85.25,5538.35,"No"
0455-XFASS,Female,0,Yes,Yes,3,Yes,No,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Electronic check",69.55,200.20,"No"
0458-HEUZG,Female,0,No,No,13,No,"No phone service",DSL,No,No,Yes,Yes,No,No,"Two year",No,"Mailed check",35.4,450.40,"No"
0459-SPZHJ,Male,0,Yes,Yes,63,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,"Two year",No,"Credit card (automatic)",83.5,5435.00,"No"
0461-CVKMU,Female,0,Yes,Yes,23,Yes,No,"Fiber optic",No,Yes,Yes,Yes,No,No,Month-to-month,No,"Electronic check",83.8,1900.25,"Yes"
0463-TXOAK,Male,0,No,Yes,52,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Credit card (automatic)",25.6,1334.50,"No"
0463-WZZKO,Male,0,No,No,3,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,Yes,"Credit card (automatic)",20.75,67.10,"No"
0463-ZSDNT,Male,0,No,No,10,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,"Bank transfer (automatic)",56.75,503.25,"No"
0464-WJTKO,Female,0,Yes,Yes,72,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Bank transfer (automatic)",20.1,1460.85,"No"
0468-YRPXN,Male,0,No,No,29,Yes,No,"Fiber optic",No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,"Credit card (automatic)",98.8,2807.10,"No"
0471-ARVMX,Female,1,Yes,No,62,Yes,Yes,"Fiber optic",Yes,No,Yes,No,Yes,Yes,"One year",Yes,"Electronic check",104.85,6312.90,"No"
0471-LVHGK,Male,0,Yes,No,41,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,"One year",Yes,"Electronic check",73,3001.20,"Yes"
0475-RIJEP,Male,0,No,No,43,Yes,Yes,"Fiber optic",No,Yes,No,No,No,No,Month-to-month,Yes,"Electronic check",77.85,3365.85,"Yes"
0479-HMSWA,Female,0,No,Yes,26,Yes,No,"Fiber optic",No,Yes,Yes,Yes,Yes,Yes,"Two year",Yes,"Electronic check",105.45,2715.30,"No"
0480-BIXDE,Female,0,Yes,No,19,Yes,No,"Fiber optic",No,No,Yes,No,Yes,Yes,Month-to-month,Yes,"Electronic check",96.8,1743.05,"No"
